NO,개최년도,무역관,지속선정여부,전시회명(영문),전시회명(국문),전시회명(약),개최시작일자,개최종료일자,개최미정여부,모집시작일자,모집종료일자,국가,도시,개최유형,전시장,전시회 설명,전시회 특징,전시품목,개최규모,개최규모단위,산업분야,비고(전시회 신청정보),유관기관 지원 전시회 여부,s,월
964,2027,북미지역본부 뉴욕무역관,N,2027 COTERIE- Women's Fashion Show in New York ,2027 미국 뉴욕 추계 패션 코테리 전시회,COTERIE,2027-09-15,2027-09-17,N,,,미국,뉴욕,오프라인,Jacob K. Javits Convention Center,0,"미국 뉴욕 코트리 국제패션박람회는 세계 1위 전시주최기업인 Informa가 개최하는 세계 최대 규모의 여성럭셔리패션 전문전시회로 주최측의 엄격한 사전 심사과정을 통해 선별된 브랜드들만이 출품이 가능함. 선발과정이 매우 업격하고 권위가 있어 미국의 주요백화점들에 입점시에 각 백화점들은 코트리 참가실적들을 중요하게 평가함. 전체 방문 바이어들 중 80% 이상이 백화점, 셀렉샵, 온라인 쇼핑몰,  쇼룸 등 실질적인 패션 유통전문 바이어들로 전시회 주최측이 등급별로 관리 및 초청하는 VIBR(Very Important Buyer Relationship) 프로그램을 운영하고 있으며, 실질적인 거래 및 비즈니스 환경을 제공하기위해 다양한 편의시설과 프로그램을 운영함","여성 패션의류, 잡화 (액세사리, 가방), 패션 쥬얼리 등",150000,sqft (ft²),패션&섬유,0,N,2027-09-15,9
970,2027,북미지역본부 시카고무역관,N,The Water Quality Event 2027,2027 미국 시카고 수질환경기술 전시회,WEFTEC,2027-09-27,2027-09-29,N,,,미국,시카고,오프라인,McCormick Place,"매년 북미에서 열리는 가장 큰 수질전시회로, 국내 물기업의 단체 홍보관 구성을 통한 인지도 및 수출실적 제고 효과가 기대된다. o 2023년 기준 870개 전시기업 참가, 30개국 이상에서의 550명의 글로벌 대표단 참석, 17개 워크숍·136개 기술 세션에 650명 이상 참석, 21,000명 이상의 참관객을 기록하는 세계적인 규모의 전시회이다.","매년 북미에서 열리는 가장 큰 수질전시회로, 국내 물기업의 단체 홍보관 구성을 통한 인지도 및 수출실적 제고 효과가 기대된다. o 2023년 기준 870개 전시기업 참가, 30개국 이상에서의 550명의 글로벌 대표단 참석, 17개 워크숍·136개 기술 세션에 650명 이상 참석, 21,000명 이상의 참관객을 기록하는 세계적인 규모의 전시회이다.","수질환경 화학약품, 운송/수송 시스템, 환경 관련 컨설팅, 수질정화기계, 상하수도 파이프 등",0,sqm(㎡),기타,,N,2027-09-27,9
988,2027,북미지역본부 뉴욕무역관,N,New York Vet Show,2027 미국 뉴욕 수의학 전시회 [NY VET],NY VET,2027-10-01,2027-10-31,Y,,,미국,뉴욕,오프라인,Jacob K. Javits Convention Center,"매년 미국 뉴욕에서 열리는 수의학 분야 전문 컨퍼런스로, 수의사 및 수의학 기술자 등 수의학 전문가와 동물 관련 산업 전문가들이 참여하며, 교육 세션, 세미나, 전시 부스, 기술 시연 등 다양한 프로그램을 통해 관련 제품 및 최신 수의학 기술과 업계 동향에 대한 정보와 함께 비즈니스 협력 및 네트워킹 기회를 제공함",,"수의학, 펫(Pet) 산업 관련 제품",150000,sqft (ft²),"의료&제약, 동물&애완용품","★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음, 차년도 개최 일정 역시 현재까지 확정 및 공지되지 않은 상태입니다.",N,2027-10-01,10
989,2027,북미지역본부 뉴욕무역관,N,MD&M Midwest,2027 미국 미네아폴리스 포장 전시회 [MD&M Midwest],MD&M Midwest,2027-10-01,2027-10-31,Y,,,미국,미네아폴리스,오프라인,Minneapolis Convention Center,"매년 미국 미네소타주 미니애폴리스에서 열리는 대규모 포장 및 가공 산업 관련 행사로 다양한 업계 전문가가 참여하며 포장 기술, 기계, 재료 및 서비스에 대한 최신 정보를 얻을 수 있음. 패키징 재료부터 패키징 디자인, 자동화, 턴키 패키징 공정까지 아우르는 패키징 전문 전시회",,"패캐징 재료, 디자인, 자동화/턴키 패캐징 기계",150000,sqft (ft²),"환경&폐기물, 유리&광학, 기타","★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음, 차년도 개최 일정 역시 현재까지 확정 및 공지되지 않은 상태입니다.",N,2027-10-01,10
990,2027,북미지역본부 실리콘밸리무역관,N,2027 TechCrunch Disrupt,2027 미국 샌프란시스코 스타트업 전시회,.,2027-10-01,2027-10-31,N,,,미국,샌프란시스코,오프라인,Moscone Convention Center,"- 혁신적인 기술 솔루션을 통해 비즈니스의 가장 큰 도전에 대응하는 것을 강조   - 사업확장, 영업, 리더십에 대한 세션에 참여를 독려하고 비즈니스를 한 단계 더 발전시키는데 도움을 줄 투자자 및 기술 전문가들과의 소통 기회 제공   - 스타트업 발전 관련 리소스, 네트워크, 전문가의 인사이트 제공으로 사업 운영에 대한 다양한 방식 안내","- 혁신적인 기술 솔루션을 통해 비즈니스의 가장 큰 도전에 대응하는 것을 강조   - 사업확장, 영업, 리더십에 대한 세션에 참여를 독려하고 비즈니스를 한 단계 더 발전시키는데 도움을 줄 투자자 및 기술 전문가들과의 소통 기회 제공   - 스타트업 발전 관련 리소스, 네트워크, 전문가의 인사이트 제공으로 사업 운영에 대한 다양한 방식 안내","인공지능(AI), AR/VR, 블록체인, 기후기술, 핀테크, 헬스케어, 바이오테크, 모빌리티, 보안, 로보틱스, 항공우주 등",9000,sqm(㎡),기타,,N,2027-10-01,10
991,2027,북미지역본부 뉴욕무역관,N,The Event Planner Expo,2027 미국 뉴욕 이벤트 플래너 전시회,,2027-10-01,2027-10-31,Y,,,미국,뉴욕,오프라인,Metropolitan Pavilian,"3일간 진행되는 전시 기간 동안 약 2,500명 이상의 참관객이 참여하는 이벤트 산업의 주요 행사로 세계적인 이벤트, 마케팅 및 PR 분야 전문가와 인플루언서가 참가하며 업계 관련 최신 정보 및 트렌드와 함께 비즈니스 협력 기회를 제공함",,"이벤트 플래닝, 케이터링, 엔터테인먼트, 마케팅 관련 서비스 및 제품",150000,sqft (ft²),"기타, 금융&비즈니스서비스","★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음, 차년도 개최 일정 역시 현재까지 확정 및 공지되지 않은 상태입니다.",N,2027-10-01,10
992,2027,북미지역본부 뉴욕무역관,N,Fall Westchester County Home Show,2027 미국 뉴욕 주택 전시회,,2027-10-01,2027-10-31,Y,,,미국,뉴욕,오프라인,Westchester County Center,"매년 가을 미국 뉴욕주 웨스트체스터 카운티에서 열리는 대규모 홈 전문 전시회로 다양한 분야의 전문 업체들이 참여하여 주택 개조, 바닥재, 창문, 욕조 및 스파, 홈 보안 시스템, 난방 시스템 등 주택 및 주거 인테리어와 라이프스타일 전반에 걸친 다양한 제품 및 서비스를 선보이며 또한 건축가, 인테리어 디자이너, 조경가 등 다양한 전문가들이 상담을 제공함",,"실내장식, 건축 재료, 조경 관리, 태양 에너지 제품, 창문, 지붕, 보안 시스템, 욕실 가구, 계단 등의 홈 관련 제품 및 서비스",150000,sqft (ft²),"기계&장비, 환경&폐기물, 전력&에너지, 건축&기자재, 생활용품&가구","★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음, 차년도 개최 일정 역시 현재까지 확정 및 공지되지 않은 상태입니다.",N,2027-10-01,10
993,2027,북미지역본부 뉴욕무역관,N,New York Comic Con,2027 미국 뉴욕 코믹콘 전시회 [Comic Con],Comic Con,2027-10-01,2027-10-31,Y,,,미국,뉴욕,오프라인,Jacob K. Javits Convention Center,"매년 ReedPop이 주최하는 만화, 영화, 애니메이션, TV 시리즈, 게임 산업 관련 최대 이벤트로 업계 종사자와 전 세계 팬이 함께 소통하며 팝 컬쳐 및 엔터테인먼트를 체험할 수 있는 미국 동부 최대 규모의 엔터테인먼트 박람회이자 서브 컬쳐의 메카. 특히 뉴욕 코믹콘은 전 세계 여러 국가에서 펼쳐지는 코믹콘 행사 가운데에서도 최고 수준의 규모와 화제성을 자랑하는 주요 행사로 다양한 업계 전문가와 콘텐츠 제작 관련 사업의 종사자가 참여함. 세계 최대 콘텐츠 시장인 북미 시장에서의 인지도 확대 및 다양한 콘텐츠 파생상품 관련 사업 발굴 기회가 될 수 있음",,"만화, 영화, 비디오 게임, TV시리즈, 등의 콘텐츠 상품",150000,sqft (ft²),"기타, 문화콘텐츠&미디어","★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음, 차년도 개최 일정 역시 현재까지 확정 및 공지되지 않은 상태입니다.",N,2027-10-01,10
1001,2027,북미지역본부 실리콘밸리무역관,N,2027 TechCrunch Disrupt,미국 샌프란시스코 스타트업 전시회,TechCrunch Disrupt,2027-10-01,2027-10-31,N,,,미국,샌프란시스코,오프라인,Moscone Convention Center,"- 혁신적인 기술 솔루션을 통해 비즈니스의 가장 큰 도전에 대응하는 것을 강조   - 사업확장, 영업, 리더십에 대한 세션에 참여를 독려하고 비즈니스를 한 단계 더 발전시키는데 도움을 줄 투자자 및 기술 전문가들과의 소통 기회 제공   - 스타트업 발전 관련 리소스, 네트워크, 전문가의 인사이트 제공으로 사업 운영에 대한 다양한 방식 안내","- 혁신적인 기술 솔루션을 통해 비즈니스의 가장 큰 도전에 대응하는 것을 강조   - 사업확장, 영업, 리더십에 대한 세션에 참여를 독려하고 비즈니스를 한 단계 더 발전시키는데 도움을 줄 투자자 및 기술 전문가들과의 소통 기회 제공   - 스타트업 발전 관련 리소스, 네트워크, 전문가의 인사이트 제공으로 사업 운영에 대한 다양한 방식 안내","인공지능(AI), AR/VR, 블록체인, 기후기술, 핀테크, 헬스케어, 바이오테크, 모빌리티, 보안, 로보틱스, 항공우주 등",9000,sqm(㎡),기타,,N,2027-10-01,10
1002,2027,북미지역본부 실리콘밸리무역관,N,2027 TechCrunch Disrupt,미국 샌프란시스코 스타트업 전시회,TechCrunch Disrupt,2027-10-01,2027-10-31,N,,,미국,샌프란시스코,오프라인,Moscone Convention Center,"- 혁신적인 기술 솔루션을 통해 비즈니스의 가장 큰 도전에 대응하는 것을 강조   - 사업확장, 영업, 리더십에 대한 세션에 참여를 독려하고 비즈니스를 한 단계 더 발전시키는데 도움을 줄 투자자 및 기술 전문가들과의 소통 기회 제공   - 스타트업 발전 관련 리소스, 네트워크, 전문가의 인사이트 제공으로 사업 운영에 대한 다양한 방식 안내","- 혁신적인 기술 솔루션을 통해 비즈니스의 가장 큰 도전에 대응하는 것을 강조   - 사업확장, 영업, 리더십에 대한 세션에 참여를 독려하고 비즈니스를 한 단계 더 발전시키는데 도움을 줄 투자자 및 기술 전문가들과의 소통 기회 제공   - 스타트업 발전 관련 리소스, 네트워크, 전문가의 인사이트 제공으로 사업 운영에 대한 다양한 방식 안내","인공지능(AI), AR/VR, 블록체인, 기후기술, 핀테크, 헬스케어, 바이오테크, 모빌리티, 보안, 로보틱스, 항공우주 등",9000,sqm(㎡),기타,,N,2027-10-01,10
1003,2027,북미지역본부 실리콘밸리무역관,N,2027 TechCrunch Disrupt,미국 샌프란시스코 스타트업 전시회,TechCrunch Disrupt,2027-10-01,2027-10-31,N,,,미국,샌프란시스코,오프라인,Moscone Convention Center,"- 혁신적인 기술 솔루션을 통해 비즈니스의 가장 큰 도전에 대응하는 것을 강조   - 사업확장, 영업, 리더십에 대한 세션에 참여를 독려하고 비즈니스를 한 단계 더 발전시키는데 도움을 줄 투자자 및 기술 전문가들과의 소통 기회 제공   - 스타트업 발전 관련 리소스, 네트워크, 전문가의 인사이트 제공으로 사업 운영에 대한 다양한 방식 안내","- 혁신적인 기술 솔루션을 통해 비즈니스의 가장 큰 도전에 대응하는 것을 강조   - 사업확장, 영업, 리더십에 대한 세션에 참여를 독려하고 비즈니스를 한 단계 더 발전시키는데 도움을 줄 투자자 및 기술 전문가들과의 소통 기회 제공   - 스타트업 발전 관련 리소스, 네트워크, 전문가의 인사이트 제공으로 사업 운영에 대한 다양한 방식 안내","인공지능(AI), AR/VR, 블록체인, 기후기술, 핀테크, 헬스케어, 바이오테크, 모빌리티, 보안, 로보틱스, 항공우주 등",9000,sqm(㎡),기타,,N,2027-10-01,10
1004,2027,북미지역본부 실리콘밸리무역관,N,2027 TechCrunch Disrupt,미국 샌프란시스코 스타트업 전시회,TechCrunch Disrupt,2027-10-01,2027-10-31,N,,,미국,샌프란시스코,오프라인,Moscone Convention Center,"- 혁신적인 기술 솔루션을 통해 비즈니스의 가장 큰 도전에 대응하는 것을 강조   - 사업확장, 영업, 리더십에 대한 세션에 참여를 독려하고 비즈니스를 한 단계 더 발전시키는데 도움을 줄 투자자 및 기술 전문가들과의 소통 기회 제공   - 스타트업 발전 관련 리소스, 네트워크, 전문가의 인사이트 제공으로 사업 운영에 대한 다양한 방식 안내","- 혁신적인 기술 솔루션을 통해 비즈니스의 가장 큰 도전에 대응하는 것을 강조   - 사업확장, 영업, 리더십에 대한 세션에 참여를 독려하고 비즈니스를 한 단계 더 발전시키는데 도움을 줄 투자자 및 기술 전문가들과의 소통 기회 제공   - 스타트업 발전 관련 리소스, 네트워크, 전문가의 인사이트 제공으로 사업 운영에 대한 다양한 방식 안내","인공지능(AI), AR/VR, 블록체인, 기후기술, 핀테크, 헬스케어, 바이오테크, 모빌리티, 보안, 로보틱스, 항공우주 등",9000,sqm(㎡),기타,,N,2027-10-01,10
1011,2027,북미지역본부 뉴욕무역관,N,New York City Jewelry & Watch Show,2027 미국 뉴욕 쥬얼리 & 워치 전시회,,2027-10-01,2027-10-31,Y,,,미국,뉴욕,오프라인,Metropolitan Pavilian,"매년 미국 뉴욕에서 개최되는 주얼리 & 시계 전문 전시회로 다양한 브랜드와 디자이너 및 업계 전문가가 참여하며 일반 대중에게도 공개됨. 고급 주얼리부터 패션 주얼리, 시계 및 패션 액세서리를 포함한 다양한 제품을 만나볼 수 있으며 참가자는 주얼리 & 시계 산업의 최신 디자인 트렌드 및 시장 동향에 대한 통찰을 얻을 수 있음",,"고급 주얼리, 앤티크 주얼리, 패션 주얼리, 시계, 귀금속, 보석, 액세서리 등",150000,sqft (ft²),쥬얼리,"★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음, 차년도 개최 일정 역시 현재까지 확정 및 공지되지 않은 상태입니다.",N,2027-10-01,10
1017,2027,북미지역본부 뉴욕무역관,N,NAB Show New York,2027 미국 뉴욕 방송장비 전시회 [NAB],NAB,2027-10-01,2027-10-31,Y,,,미국,뉴욕,오프라인,Jacob K. Javits Convention Center,"매년 미국방송협회(National Association of Broadcasters)가 라스베가스와 뉴욕, 두 도시에서 개최하는 세계적인 규모의 방송 장비 전시회로 TV, 영화, 콘텐츠, IP, 5G, 스트리밍, 비디오 관련 다양한 기업이 참여함. 미디어, 방송 장비, 엔터테인먼트 관련 업계의 주요 행사인 만큼 영상 관련 산업(TV, 영화, 광고, 온라인 비디오 등)에 초점을 맞춘 세미나 및 워크숍을 통해 차세대 기술 및 산업 동향에 대한 정보를 제공함",,"방송 장비, 스트리밍 관련 기술 및 제품 등",150000,sqft (ft²),문화콘텐츠&미디어,"★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음, 차년도 개최 일정 역시 현재까지 확정 및 공지되지 않은 상태입니다.",N,2027-10-01,10
1019,2027,북미지역본부 뉴욕무역관,N,2027 World Drug Safety Congress Americas,2027 미국 보스턴 의약품 전시회 [World Drug Safety Congress Americas],World Drug Safety Congress Americas,2027-10-01,2027-10-31,Y,,,미국,보스턴,오프라인,Boston Convention & Exhibition Center,"약물 안전 및 약물 감시의 최신 과제, 규제, 실무, 과학 기술 혁신 등을 다루는 전문 국제 행사. 초기 임상 안전 평가부터 시판 후 안전성 모니터링, 환자 중심 관점, AI/자동화, 실제 데이터 등을 통한 위험 식별 및 관리, 규제기관 및 업계 간 협력, 품질 보증(QA) 및 컴플라이언스 문제 등이 논의됨. 컨퍼런스 + 전시 + 네트워킹 프로그램 등이 포함됨.",,"규제 및 정책, AI, 자동화, 임상 데이터, 빅데이터, 고급 치료제 및 백신 안정성 등",150000,sqft (ft²),"의료&제약, 바이오","★ 본 전시회는 주최 측의 사정에 따라 개최 일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.

- 추후 전년도 성과 업데이트 예정

- 차년도 개최 일정은 현재까지 확정 및 공지되지 않은 상태입니다.",N,2027-10-01,10
1024,2027,북미지역본부 워싱턴DC무역관,N, 2027 Annual Meeting & Exposition [AUSA],2027 미국 워싱턴 육군 전시회 [AUSA],AUSA,2027-10-11,2027-10-13,N,,,미국,워싱턴,오프라인,Walter E Washington Convention Center,"본 행사는 해마다 총 3일에 걸쳐 주최되는 미 육군 전시회로써, 매년 미국 육군 조직들을 포함하여 군사, 군대와 관련한 다양한 기업들이 함께 참여하고 있다. 본 행사를 통하여 참가자들에게 확장된 규모의 소통장을 만들어 주고, 관련 업체와 그룹간에 새로운 파트너쉽과 미팅을 주선해 주는 것에 목적을 두고 있다. 또한 네트워킹을 통하여 새로운 정보와 글로벌한 시장조사를 할 수 있는 기회가 되며, 효과적으로 마케팅 할 수 있는 기회 또한 얻을 수 있다. 더불어, 한 공간에서 수 백개의 잠재 파트너들을 만나는 행사임으로, 참가 업체들에게 출장을 다니며 새로운 업체를 만나야 하는 시간과 비용을 절감 시켜준다.",,"우주, 항공, 방산, 보안 등 방위산업 관련 제품 일체",500000,sqft (ft²),"항공&우주, 방위산업, 정보통신기술(IT)&S/W",★ 본 전시회는 주최측의 사정에 따라 개최일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.,N,2027-10-11,10
1027,2027,북미지역본부 시카고무역관,N,NECA Convention & Trade Show 2027,2027 미국 인디애나폴리스 전기공사 전시회,NECA,2027-10-16,2027-10-19,N,,,미국,인디애나폴리스,오프라인,Indiana Convention Center,"전기공사 업계 대표 전시로 “전력·조명·통신(Power, Light & Communication Technology)” 전 분야를 다루는 연례 B2B 쇼. 전기공사 업계 리더들이 신제품·솔루션을 직접 보고(“see, touch and talk”) 비즈니스 논의를 하는 자리","전기공사 업계 대표 전시로 “전력·조명·통신(Power, Light & Communication Technology)” 전 분야를 다루는 연례 B2B 쇼. 전기공사 업계 리더들이 신제품·솔루션을 직접 보고(“see, touch and talk”) 비즈니스 논의를 하는 자리",T&D 중심(변전·배전 장비 위주) 혹은 상업빌딩 전력 중심,0,sqm(㎡),기타,,N,2027-10-16,10
1065,2027,북미지역본부 뉴욕무역관,N,TCS New York City Marathon Expo,2027 미국 뉴욕 마라톤 전시회 [TCS],TCS,2027-11-01,2027-11-30,Y,,,미국,뉴욕,오프라인,Jacob K. Javits Convention Center,"미국 내 최대 규모의 러닝 엑스포 중 하나로, New York Road Runners와 세계적인 스포츠 브랜드인 뉴발란스가 주관하며 매년 11월 첫째 주 일요일 맨해튼에서 열리는 뉴욕 마라톤 대회 전 3일 동안 진행됨. 마라톤 대회 관련 정보를 제공하고 건강·피트니스·스포츠 관련 업체와 전문가가 참여하여 마라톤 및 러닝 관련 장비를 포함한 다양한 서비스와 제품을 선보임",,"스포츠 의류 및 장비, 의약품을 포함한 건강·피트니스·스포츠 관련 제품",150000,sqft (ft²),"레저&관광, 건강&스포츠, 기계&장비","★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음, 차년도 개최 일정 역시 현재까지 확정 및 공지되지 않은 상태입니다.",N,2027-11-01,11
1068,2027,북미지역본부 뉴욕무역관,N,Snowbound Expo ,"2027 미국 보스턴 스키, 스노우보드 전시회",,2027-11-01,2027-11-30,Y,,,미국,커네티컷,오프라인,Mohegan Sun,"매년 보스턴에서 열리는 겨울 스포츠 및 아웃도어 전문 전시회였으나 2025년부터 커네티컷으로 개최 장소를 옮겼으며, 겨울 시즌 대표 스포츠인 스키·스노보드 관련 제품 포함, 얼음낚시, 겨울 캠핑 등 다양한 겨울 스포츠와 관련된 제품과 서비스가 전시됨. 최신 장비와 기술을 체험할 수 있으며 전문가가 진행하는 세미나와 워크숍에 참여하여 유익한 정보를 얻을 수 있음",,"스키 및 스노우보드 장비, 옷, 얼음낚시 용품, 겨울 캠핑 용품",150000,sqft (ft²),"생활용품&가구, 레저&관광, 패션&섬유, 건강&스포츠","★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음, 차년도 개최 일정 역시 현재까지 확정 및 공지되지 않은 상태입니다.",N,2027-11-01,11
1069,2027,북미지역본부 뉴욕무역관,N,Boutique Design New York ,2027 미국 뉴욕 부띠끄 디자인 전시회 [BDNY],BDNY,2027-11-01,2027-11-30,Y,,,미국,뉴욕,오프라인,Jacob K. Javits Convention Center,"매년 뉴욕에서 개최되는 호스피탈리티 산업 디자인·인테리어 전문 전시회로 부티크 호텔 브랜드, 디자인 브랜드, 제조업체 등 관련 업체와 호텔리어, 건축가, 디자이너, 바이어 등 다양한 업계 관계자를 대상으로 개최되며 하이엔드 수준의 디자인 및 최신 트렌드를 선보이고 비즈니스 확장 및 네트워킹 기회를 제공함",,"생활용품&가구, 문구&선물, 기타",150000,sqft (ft²),"건축&기자재, 기타, 생활용품&가구","★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음, 차년도 개최 일정 역시 현재까지 확정 및 공지되지 않은 상태입니다.",N,2027-11-01,11
1078,2027,북미지역본부 시카고무역관,N,Radiological Society of North America 2027,2027 미국 시카고 방사선 의료기기 전시회 [RSNA],RSNA,2027-11-14,2027-11-18,N,,,미국,시카고,오프라인,McCormick Place,"국제 방사선 의료기기 및 관련 부품, 소프트웨어 등 AI 기반 방사선 기기 제품 홍보",,방사선 의료기기 및 관련 소프트웨어 등 AI 기반 방사선 기기,364000,sqm(㎡),"의료&제약, 기계&장비, 국가종합전시회","★ 본 전시회는 주최 측의 사정에 따라 개최일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.



★  전년도 참가성과 추후 업데이트 예정 ",N,2027-11-14,11
1091,2027,북미지역본부 뉴욕무역관,N,The International Boatbuilders Exhibition & Conference ,2027 미국 플로리다 보트 전시회 [IBEX],IBEX,2027-12-07,2027-12-09,N,,,미국,플로리다,오프라인,Tampa Convention Center,"북미 최대 규모의 보트 장비 전시 및 해양 기술 전문 행사로 매해 약 8,000명 이상의 참관객과 700개 이상의 업체가 참가하며 선박 엔진, 위성 항법 장치, 프로펠러, 선박 소재 등 다양한 부품 및 장비 등이 출품되고 컨퍼런스와 이벤트 등 관련 전문 프로그램이 제공됨. 해양 산업의 주요 행사로서, 해양 건축가, 디자이너, 도매업자 등 다양한 업계 전문가가 참여하며 또한 네트워킹 및 비즈니스 협력 기회를 확장할 수 있음",,"보트, 보트 부품 및 장비, 기계 장치, , 해양 기술 장비 등",150000,sqft (ft²),"기타, 조선&플랜트","★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않은 상태입니다.",N,2027-12-07,12
